[SCEN] t=0.10 scen=Fx crit=(t>0:10) T_bat=0.04491421974583886 p=-10.00 L=12.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-5) T_bat=0.04491421974583886 p=-10.00 L=12.00
IC_L_7: t= 0.10, L= 12.00, L_straight= 10.20, slack=  1.80, T_bat= 0.04, Fy=-0.00, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 320.80, L= 211.82, L_straight= 208.28, slack=  3.54, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 320.90, L= 211.85, L_straight= 208.30, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.00, L= 211.87, L_straight= 208.33, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.10, L= 211.90, L_straight= 208.35, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.20, L= 211.92, L_straight= 208.37, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.30, L= 211.95, L_straight= 208.40, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.40, L= 211.97, L_straight= 208.42, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.50, L= 212.00, L_straight= 208.45, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.60, L= 212.02, L_straight= 208.47, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.70, L= 212.05, L_straight= 208.49, slack=  3.55, T_bat= 3.93, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.80, L= 212.07, L_straight= 208.52, slack=  3.55, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 321.90, L= 212.10, L_straight= 208.54, slack=  3.56, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.00, L= 212.12, L_straight= 208.57, slack=  3.56, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.10, L= 212.15, L_straight= 208.59, slack=  3.56, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.20, L= 212.17, L_straight= 208.61, slack=  3.56, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
[SCEN] t=322.30 scen=Fy crit=(e_prof>30:50) T_bat=3.9374385569361166 p=-208.05 L=212.20
IC_L_7: t= 322.30, L= 212.20, L_straight= 208.64, slack=  3.56, T_bat= 3.94, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.40, L= 212.22, L_straight= 208.65, slack=  3.57, T_bat= 3.35, Fy= 0.00, desired=  0.25, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.50, L= 212.25, L_straight= 208.66, slack=  3.59, T_bat= 3.22, Fy= 0.00, desired=  0.24, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.60, L= 212.27, L_straight= 208.65, slack=  3.63, T_bat= 3.39, Fy= 0.00, desired=  0.23, ret=  0.25, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.70, L= 212.30, L_straight= 208.62, slack=  3.68, T_bat= 4.38, Fy= 0.00, desired=  0.22, ret=  0.24, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.80, L= 212.32, L_straight= 208.59, slack=  3.73, T_bat= 6.29, Fy= 0.00, desired=  0.20, ret=  0.24, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 322.90, L= 212.34, L_straight= 208.54, slack=  3.80, T_bat= 8.49, Fy= 0.00, desired=  0.19, ret=  0.23, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 323.00, L= 212.37, L_straight= 208.50, slack=  3.87, T_bat= 10.44, Fy= 0.00, desired=  0.17, ret=  0.23, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 323.10, L= 212.39, L_straight= 208.44, slack=  3.95, T_bat= 11.94, Fy= 0.00, desired=  0.15, ret=  0.22, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 323.20, L= 212.41, L_straight= 208.39, slack=  4.02, T_bat= 13.01, Fy= 0.00, desired=  0.13, ret=  0.21, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 323.30, L= 212.43, L_straight= 208.34, slack=  4.10, T_bat= 13.72, Fy= 0.00, desired=  0.12, ret=  0.20, exp=CATENARY_ADD_SLACK_ACC
IC_L_7: t= 323.40, L= 212.45, L_straight= 208.28, slack=  4.18, T_bat= 14.18, Fy= 0.00, desired=  0.12, ret=  0.19, exp=CATENARY_REG_ACC
IC_L_7: t= 323.50, L= 212.47, L_straight= 208.22, slack=  4.25, T_bat= 14.48, Fy= 0.00, desired=  0.11, ret=  0.18, exp=CATENARY_REG_ACC
IC_L_7: t= 323.60, L= 212.49, L_straight= 208.16, slack=  4.33, T_bat= 14.66, Fy= 0.00, desired=  0.10, ret=  0.18, exp=CATENARY_REG_ACC
IC_L_7: t= 323.70, L= 212.51, L_straight= 208.11, slack=  4.40, T_bat= 14.78, Fy= 0.00, desired=  0.10, ret=  0.17, exp=CATENARY_REG_ACC
IC_L_7: t= 323.80, L= 212.53, L_straight= 208.05, slack=  4.48, T_bat= 14.85, Fy= 0.00, desired=  0.12, ret=  0.16, exp=CATENARY_REG_ACC
IC_L_7: t= 323.90, L= 212.54, L_straight= 207.99, slack=  4.55, T_bat= 14.90, Fy= 0.00, desired=  0.16, ret=  0.16, exp=CATENARY_REG_ACC
IC_L_7: t= 324.00, L= 212.56, L_straight= 207.93, slack=  4.63, T_bat= 14.92, Fy= 0.00, desired=  0.22, ret=  0.17, exp=CATENARY_REG_ACC
IC_L_7: t= 324.10, L= 212.58, L_straight= 207.87, slack=  4.70, T_bat= 14.94, Fy= 0.00, desired=  0.31, ret=  0.18, exp=CATENARY_REG_ACC
IC_L_7: t= 324.20, L= 212.60, L_straight= 207.82, slack=  4.78, T_bat= 14.95, Fy= 0.00, desired=  0.47, ret=  0.21, exp=CATENARY_REG_ACC
IC_L_7: t= 324.30, L= 212.62, L_straight= 207.76, slack=  4.86, T_bat= 14.96, Fy= 0.00, desired=  0.74, ret=  0.26, exp=CATENARY_REG_ACC
IC_L_7: t= 324.40, L= 212.64, L_straight= 207.70, slack=  4.94, T_bat= 14.97, Fy= 0.00, desired=  1.20, ret=  0.31, exp=CATENARY_REG_ACC
IC_L_7: t= 324.50, L= 212.67, L_straight= 207.64, slack=  5.03, T_bat= 14.97, Fy= 0.00, desired=  2.03, ret=  0.36, exp=CATENARY_REG_ACC
IC_L_7: t= 324.60, L= 212.71, L_straight= 207.58, slack=  5.13, T_bat= 14.97, Fy= 0.00, desired=  3.51, ret=  0.41, exp=CATENARY_REG_ACC
IC_L_7: t= 324.70, L= 212.75, L_straight= 207.53, slack=  5.22, T_bat= 14.98, Fy= 0.00, desired=  6.08, ret=  0.46, exp=CATENARY_REG_ACC
IC_L_7: t= 324.80, L= 212.80, L_straight= 207.47, slack=  5.33, T_bat= 14.98, Fy= 0.00, desired= 10.42, ret=  0.51, exp=CATENARY_REG_ACC
IC_L_7: t= 324.90, L= 212.85, L_straight= 207.41, slack=  5.44, T_bat= 14.98, Fy= 0.00, desired= 17.22, ret=  0.56, exp=CATENARY_REG_ACC
IC_L_7: t= 325.00, L= 212.90, L_straight= 207.35, slack=  5.55, T_bat= 14.99, Fy= 0.00, desired= 26.76, ret=  0.61, exp=CATENARY_REG_ACC
IC_L_7: t= 325.10, L= 212.97, L_straight= 207.29, slack=  5.67, T_bat= 14.99, Fy= 0.00, desired= 38.19, ret=  0.66, exp=CATENARY_REG_ACC
IC_L_7: t= 325.20, L= 213.03, L_straight= 207.24, slack=  5.80, T_bat= 15.00, Fy= 0.00, desired= 49.56, ret=  0.71, exp=CATENARY_REG_ACC
IC_L_7: t= 325.30, L= 213.10, L_straight= 207.18, slack=  5.92, T_bat= 15.00, Fy= 0.00, desired= 58.91, ret=  0.76, exp=CATENARY_REG_ACC
IC_L_7: t= 325.40, L= 213.18, L_straight= 207.12, slack=  6.06, T_bat= 15.01, Fy= 0.00, desired= 65.38, ret=  0.81, exp=CATENARY_REG_ACC
IC_L_7: t= 325.50, L= 213.26, L_straight= 207.06, slack=  6.20, T_bat= 15.01, Fy= 0.00, desired= 69.40, ret=  0.86, exp=CATENARY_REG_ACC
IC_L_7: t= 325.60, L= 213.35, L_straight= 207.00, slack=  6.34, T_bat= 15.02, Fy=-0.00, desired= 71.67, ret=  0.91, exp=CATENARY_REG_ACC
IC_L_7: t= 325.70, L= 213.44, L_straight= 206.95, slack=  6.49, T_bat= 15.02, Fy=-0.00, desired= 72.83, ret=  0.96, exp=CATENARY_REG_ACC
IC_L_7: t= 325.80, L= 213.53, L_straight= 206.89, slack=  6.65, T_bat= 15.03, Fy=-0.00, desired= 73.34, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 325.90, L= 213.63, L_straight= 206.83, slack=  6.80, T_bat= 15.04, Fy=-0.00, desired= 73.44, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.00, L= 213.73, L_straight= 206.77, slack=  6.96, T_bat= 15.05, Fy=-0.00, desired= 73.19, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.10, L= 213.83, L_straight= 206.71, slack=  7.12, T_bat= 15.05, Fy=-0.00, desired= 72.86, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.20, L= 213.93, L_straight= 206.66, slack=  7.28, T_bat= 15.06, Fy=-0.00, desired= 72.49, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.30, L= 214.03, L_straight= 206.60, slack=  7.44, T_bat= 15.07, Fy=-0.00, desired= 72.11, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.40, L= 214.13, L_straight= 206.54, slack=  7.59, T_bat= 15.07, Fy=-0.00, desired= 71.74, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.50, L= 214.23, L_straight= 206.48, slack=  7.75, T_bat= 15.08, Fy=-0.00, desired= 71.37, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.60, L= 214.33, L_straight= 206.42, slack=  7.91, T_bat= 15.09, Fy=-0.00, desired= 71.01, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.70, L= 214.43, L_straight= 206.37, slack=  8.07, T_bat= 15.09, Fy=-0.00, desired= 70.66, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.80, L= 214.53, L_straight= 206.31, slack=  8.23, T_bat= 15.10, Fy=-0.00, desired= 70.30, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 326.90, L= 214.63, L_straight= 206.25, slack=  8.38, T_bat= 15.11, Fy=-0.00, desired= 69.98, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.00, L= 214.73, L_straight= 206.19, slack=  8.54, T_bat= 15.12, Fy=-0.00, desired= 69.78, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.10, L= 214.83, L_straight= 206.13, slack=  8.70, T_bat= 15.12, Fy=-0.00, desired= 69.59, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.20, L= 214.93, L_straight= 206.08, slack=  8.86, T_bat= 15.13, Fy=-0.00, desired= 69.40, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.30, L= 215.03, L_straight= 206.02, slack=  9.02, T_bat= 15.14, Fy=-0.00, desired= 69.21, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.40, L= 215.13, L_straight= 205.96, slack=  9.17, T_bat= 15.14, Fy=-0.00, desired= 69.03, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.50, L= 215.23, L_straight= 205.90, slack=  9.33, T_bat= 15.15, Fy=-0.00, desired= 68.84, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.60, L= 215.33, L_straight= 205.84, slack=  9.49, T_bat= 15.16, Fy=-0.00, desired= 68.66, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.70, L= 215.43, L_straight= 205.79, slack=  9.65, T_bat= 15.17, Fy=-0.00, desired= 68.48, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.80, L= 215.53, L_straight= 205.73, slack=  9.81, T_bat= 15.17, Fy=-0.00, desired= 68.31, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 327.90, L= 215.63, L_straight= 205.67, slack=  9.96, T_bat= 15.18, Fy=-0.00, desired= 68.15, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.00, L= 215.73, L_straight= 205.61, slack= 10.12, T_bat= 15.19, Fy=-0.00, desired= 68.00, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.10, L= 215.83, L_straight= 205.55, slack= 10.28, T_bat= 15.20, Fy=-0.00, desired= 67.86, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.20, L= 215.93, L_straight= 205.50, slack= 10.44, T_bat= 15.20, Fy=-0.00, desired= 67.72, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.30, L= 216.03, L_straight= 205.44, slack= 10.60, T_bat= 15.21, Fy=-0.00, desired= 67.60, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.40, L= 216.13, L_straight= 205.38, slack= 10.75, T_bat= 15.22, Fy=-0.00, desired= 67.48, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.50, L= 216.23, L_straight= 205.32, slack= 10.91, T_bat= 15.22, Fy=-0.00, desired= 67.37, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.60, L= 216.33, L_straight= 205.26, slack= 11.07, T_bat= 15.23, Fy=-0.00, desired= 67.25, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.70, L= 216.43, L_straight= 205.21, slack= 11.23, T_bat= 15.24, Fy=-0.00, desired= 67.15, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.80, L= 216.53, L_straight= 205.15, slack= 11.39, T_bat= 15.25, Fy=-0.00, desired= 67.11, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 328.90, L= 216.63, L_straight= 205.09, slack= 11.54, T_bat= 15.25, Fy=-0.00, desired= 67.11, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.00, L= 216.73, L_straight= 205.03, slack= 11.70, T_bat= 15.26, Fy=-0.00, desired= 67.13, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.10, L= 216.83, L_straight= 204.97, slack= 11.86, T_bat= 15.27, Fy=-0.00, desired= 67.17, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.20, L= 216.93, L_straight= 204.92, slack= 12.02, T_bat= 15.27, Fy=-0.01, desired= 67.22, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.30, L= 217.03, L_straight= 204.86, slack= 12.18, T_bat= 15.28, Fy=-0.01, desired= 67.30, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.40, L= 217.13, L_straight= 204.80, slack= 12.33, T_bat= 15.29, Fy=-0.01, desired= 67.39, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.50, L= 217.23, L_straight= 204.74, slack= 12.49, T_bat= 15.30, Fy=-0.01, desired= 67.49, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.60, L= 217.33, L_straight= 204.68, slack= 12.65, T_bat= 15.30, Fy=-0.01, desired= 67.61, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.70, L= 217.43, L_straight= 204.63, slack= 12.81, T_bat= 15.31, Fy=-0.01, desired= 67.73, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.80, L= 217.53, L_straight= 204.57, slack= 12.97, T_bat= 15.32, Fy=-0.01, desired= 67.79, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 329.90, L= 217.63, L_straight= 204.51, slack= 13.12, T_bat= 15.32, Fy=-0.01, desired= 67.82, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.00, L= 217.73, L_straight= 204.45, slack= 13.28, T_bat= 15.33, Fy=-0.01, desired= 67.84, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.10, L= 217.83, L_straight= 204.39, slack= 13.44, T_bat= 15.34, Fy=-0.01, desired= 67.84, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.20, L= 217.93, L_straight= 204.34, slack= 13.60, T_bat= 15.35, Fy=-0.01, desired= 67.82, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.30, L= 218.03, L_straight= 204.28, slack= 13.75, T_bat= 15.35, Fy=-0.01, desired= 67.80, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.40, L= 218.13, L_straight= 204.22, slack= 13.91, T_bat= 15.36, Fy=-0.01, desired= 67.76, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.50, L= 218.23, L_straight= 204.16, slack= 14.07, T_bat= 15.37, Fy=-0.01, desired= 67.72, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.60, L= 218.33, L_straight= 204.11, slack= 14.23, T_bat= 15.37, Fy=-0.01, desired= 67.67, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.70, L= 218.43, L_straight= 204.05, slack= 14.39, T_bat= 15.38, Fy=-0.01, desired= 67.62, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.80, L= 218.53, L_straight= 203.99, slack= 14.54, T_bat= 15.39, Fy=-0.01, desired= 67.57, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 330.90, L= 218.63, L_straight= 203.93, slack= 14.70, T_bat= 15.40, Fy=-0.02, desired= 67.51, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.00, L= 218.73, L_straight= 203.87, slack= 14.86, T_bat= 15.40, Fy=-0.02, desired= 67.46, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.10, L= 218.83, L_straight= 203.82, slack= 15.02, T_bat= 15.41, Fy=-0.02, desired= 67.40, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.20, L= 218.93, L_straight= 203.76, slack= 15.18, T_bat= 15.42, Fy=-0.02, desired= 67.35, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.30, L= 219.03, L_straight= 203.70, slack= 15.33, T_bat= 15.42, Fy=-0.02, desired= 67.30, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.40, L= 219.13, L_straight= 203.64, slack= 15.49, T_bat= 15.43, Fy=-0.02, desired= 67.24, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.50, L= 219.23, L_straight= 203.58, slack= 15.65, T_bat= 15.44, Fy=-0.02, desired= 67.19, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.60, L= 219.33, L_straight= 203.53, slack= 15.81, T_bat= 15.45, Fy=-0.02, desired= 67.13, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.70, L= 219.43, L_straight= 203.47, slack= 15.97, T_bat= 15.45, Fy=-0.02, desired= 67.07, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.80, L= 219.53, L_straight= 203.41, slack= 16.12, T_bat= 15.46, Fy=-0.02, desired= 67.01, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 331.90, L= 219.63, L_straight= 203.35, slack= 16.28, T_bat= 15.47, Fy=-0.02, desired= 66.95, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.00, L= 219.73, L_straight= 203.29, slack= 16.44, T_bat= 15.47, Fy=-0.02, desired= 66.88, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.10, L= 219.83, L_straight= 203.24, slack= 16.60, T_bat= 15.48, Fy=-0.02, desired= 66.79, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.20, L= 219.93, L_straight= 203.18, slack= 16.75, T_bat= 15.49, Fy=-0.02, desired= 66.68, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.30, L= 220.03, L_straight= 203.12, slack= 16.91, T_bat= 15.50, Fy=-0.02, desired= 66.59, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.40, L= 220.13, L_straight= 203.06, slack= 17.07, T_bat= 15.50, Fy=-0.02, desired= 66.49, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.50, L= 220.23, L_straight= 203.01, slack= 17.23, T_bat= 15.51, Fy=-0.02, desired= 66.41, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.60, L= 220.33, L_straight= 202.95, slack= 17.39, T_bat= 15.52, Fy=-0.02, desired= 66.34, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.70, L= 220.43, L_straight= 202.89, slack= 17.54, T_bat= 15.52, Fy=-0.02, desired= 66.27, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.80, L= 220.53, L_straight= 202.83, slack= 17.70, T_bat= 15.53, Fy=-0.02, desired= 66.22, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 332.90, L= 220.63, L_straight= 202.77, slack= 17.86, T_bat= 15.54, Fy=-0.02, desired= 66.16, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.00, L= 220.73, L_straight= 202.72, slack= 18.02, T_bat= 15.55, Fy=-0.02, desired= 66.12, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.10, L= 220.83, L_straight= 202.66, slack= 18.18, T_bat= 15.55, Fy=-0.02, desired= 66.02, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.20, L= 220.93, L_straight= 202.60, slack= 18.33, T_bat= 15.56, Fy=-0.03, desired= 65.90, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.30, L= 221.03, L_straight= 202.54, slack= 18.49, T_bat= 15.57, Fy=-0.03, desired= 65.78, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.40, L= 221.13, L_straight= 202.48, slack= 18.65, T_bat= 15.57, Fy=-0.03, desired= 65.74, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.50, L= 221.23, L_straight= 202.43, slack= 18.81, T_bat= 15.58, Fy=-0.03, desired= 65.72, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.60, L= 221.33, L_straight= 202.37, slack= 18.96, T_bat= 15.59, Fy=-0.03, desired= 65.67, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.70, L= 221.43, L_straight= 202.31, slack= 19.12, T_bat= 15.60, Fy=-0.03, desired= 65.57, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.80, L= 221.53, L_straight= 202.25, slack= 19.28, T_bat= 15.60, Fy=-0.03, desired= 65.42, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 333.90, L= 221.63, L_straight= 202.20, slack= 19.44, T_bat= 15.61, Fy=-0.03, desired= 65.34, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.00, L= 221.73, L_straight= 202.14, slack= 19.60, T_bat= 15.62, Fy=-0.03, desired= 65.26, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.10, L= 221.83, L_straight= 202.08, slack= 19.75, T_bat= 15.62, Fy=-0.03, desired= 65.21, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.20, L= 221.93, L_straight= 202.02, slack= 19.91, T_bat= 15.63, Fy=-0.03, desired= 65.19, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.30, L= 222.03, L_straight= 201.96, slack= 20.07, T_bat= 15.64, Fy=-0.03, desired= 65.20, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.40, L= 222.13, L_straight= 201.91, slack= 20.23, T_bat= 15.65, Fy=-0.03, desired= 65.14, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.50, L= 222.23, L_straight= 201.85, slack= 20.39, T_bat= 15.65, Fy=-0.03, desired= 65.03, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.60, L= 222.33, L_straight= 201.79, slack= 20.54, T_bat= 15.66, Fy=-0.03, desired= 64.95, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.70, L= 222.43, L_straight= 201.73, slack= 20.70, T_bat= 15.67, Fy=-0.03, desired= 64.90, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.80, L= 222.53, L_straight= 201.68, slack= 20.86, T_bat= 15.68, Fy=-0.03, desired= 64.89, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 334.90, L= 222.63, L_straight= 201.62, slack= 21.02, T_bat= 15.68, Fy=-0.03, desired= 64.81, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.00, L= 222.73, L_straight= 201.56, slack= 21.17, T_bat= 15.69, Fy=-0.03, desired= 64.71, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.10, L= 222.83, L_straight= 201.50, slack= 21.33, T_bat= 15.70, Fy=-0.03, desired= 64.62, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.20, L= 222.93, L_straight= 201.44, slack= 21.49, T_bat= 15.70, Fy=-0.03, desired= 64.47, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.30, L= 223.03, L_straight= 201.39, slack= 21.65, T_bat= 15.71, Fy=-0.03, desired= 64.35, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.40, L= 223.13, L_straight= 201.33, slack= 21.81, T_bat= 15.72, Fy=-0.03, desired= 64.28, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.50, L= 223.23, L_straight= 201.27, slack= 21.96, T_bat= 15.73, Fy=-0.03, desired= 64.22, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.60, L= 223.33, L_straight= 201.21, slack= 22.12, T_bat= 15.73, Fy=-0.03, desired= 64.16, ret=  1.00, exp=CATENARY_REG_ACC
IC_L_7: t= 335.70, L= 223.43, L_straight= 201.16, slack= 22.28, T_bat= 15.74, Fy=-0.03, desired= 64.11, ret=  1.00, exp=CATENARY_REG_ACC
