[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=500.00
IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.10, L= 512.86, L_straight= 505.63, slack=  7.23, T_bat= 46.33, T_rov= 0.50, F_drag_cable=( 0.00,  53.41), Fy_cmd=-75.00, desired=  1.40, ret=  1.29, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.20, L= 512.98, L_straight= 505.70, slack=  7.28, T_bat= 46.41, T_rov= 0.50, F_drag_cable=( 0.00,  53.45), Fy_cmd=-75.00, desired=  1.20, ret=  1.28, exp=T_SOFT_ACC
IC_L_7: t= 21.30, L= 513.11, L_straight= 505.77, slack=  7.34, T_bat= 46.45, T_rov= 0.50, F_drag_cable=( 0.00,  53.47), Fy_cmd=-75.00, desired=  1.00, ret=  1.25, exp=T_SOFT_ACC
IC_L_7: t= 21.40, L= 513.24, L_straight= 505.84, slack=  7.40, T_bat= 46.46, T_rov= 0.50, F_drag_cable=( 0.00,  53.49), Fy_cmd=-75.00, desired=  0.80, ret=  1.21, exp=T_SOFT_ACC
IC_L_7: t= 21.50, L= 513.36, L_straight= 505.91, slack=  7.44, T_bat= 46.45, T_rov= 0.50, F_drag_cable=( 0.00,  53.50), Fy_cmd=-75.00, desired=  0.63, ret=  1.16, exp=T_SOFT_ACC
IC_L_7: t= 21.60, L= 513.47, L_straight= 505.98, slack=  7.49, T_bat= 46.43, T_rov= 0.50, F_drag_cable=( 0.00,  53.52), Fy_cmd=-75.00, desired=  0.65, ret=  1.11, exp=T_SOFT_ACC
IC_L_7: t= 21.70, L= 513.58, L_straight= 506.06, slack=  7.53, T_bat= 46.41, T_rov= 0.50, F_drag_cable=( 0.00,  53.53), Fy_cmd=-75.00, desired=  0.66, ret=  1.06, exp=T_SOFT_ACC
IC_L_7: t= 21.80, L= 513.69, L_straight= 506.13, slack=  7.56, T_bat= 46.39, T_rov= 0.50, F_drag_cable=( 0.00,  53.54), Fy_cmd=-75.00, desired=  0.66, ret=  1.02, exp=T_SOFT_ACC
IC_L_7: t= 21.90, L= 513.79, L_straight= 506.20, slack=  7.60, T_bat= 46.36, T_rov= 0.50, F_drag_cable=( 0.00,  53.55), Fy_cmd=-75.00, desired=  0.66, ret=  0.99, exp=T_SOFT_ACC
IC_L_7: t= 22.00, L= 513.89, L_straight= 506.27, slack=  7.62, T_bat= 46.34, T_rov= 0.50, F_drag_cable=( 0.00,  53.56), Fy_cmd=-75.00, desired=  0.66, ret=  0.95, exp=T_SOFT_ACC
IC_L_7: t= 22.10, L= 513.99, L_straight= 506.34, slack=  7.65, T_bat= 46.32, T_rov= 0.50, F_drag_cable=( 0.00,  53.57), Fy_cmd=-75.00, desired=  0.67, ret=  0.92, exp=T_SOFT_ACC
IC_L_7: t= 22.20, L= 514.08, L_straight= 506.41, slack=  7.67, T_bat= 46.31, T_rov= 0.50, F_drag_cable=( 0.00,  53.58), Fy_cmd=-75.00, desired=  0.66, ret=  0.90, exp=T_SOFT_ACC
IC_L_7: t= 22.30, L= 514.17, L_straight= 506.48, slack=  7.69, T_bat= 46.29, T_rov= 0.50, F_drag_cable=( 0.00,  53.59), Fy_cmd=-75.00, desired=  0.66, ret=  0.88, exp=T_SOFT_ACC
IC_L_7: t= 22.40, L= 514.26, L_straight= 506.55, slack=  7.70, T_bat= 46.28, T_rov= 0.50, F_drag_cable=( 0.00,  53.60), Fy_cmd=-75.00, desired=  0.66, ret=  0.85, exp=T_SOFT_ACC
IC_L_7: t= 22.50, L= 514.34, L_straight= 506.62, slack=  7.72, T_bat= 46.27, T_rov= 0.50, F_drag_cable=( 0.00,  53.61), Fy_cmd=-75.00, desired=  0.66, ret=  0.83, exp=T_SOFT_ACC
IC_L_7: t= 22.60, L= 514.43, L_straight= 506.70, slack=  7.73, T_bat= 46.26, T_rov= 0.50, F_drag_cable=( 0.00,  53.62), Fy_cmd=-75.00, desired=  0.66, ret=  0.82, exp=T_SOFT_ACC
IC_L_7: t= 22.70, L= 514.51, L_straight= 506.77, slack=  7.74, T_bat= 46.26, T_rov= 0.50, F_drag_cable=( 0.00,  53.63), Fy_cmd=-75.00, desired=  0.66, ret=  0.80, exp=T_SOFT_ACC
IC_L_7: t= 22.80, L= 514.59, L_straight= 506.84, slack=  7.75, T_bat= 46.25, T_rov= 0.50, F_drag_cable=( 0.00,  53.64), Fy_cmd=-75.00, desired=  0.66, ret=  0.79, exp=T_SOFT_ACC
IC_L_7: t= 22.90, L= 514.67, L_straight= 506.91, slack=  7.76, T_bat= 46.25, T_rov= 0.50, F_drag_cable=( 0.00,  53.64), Fy_cmd=-75.00, desired=  0.66, ret=  0.77, exp=T_SOFT_ACC
IC_L_7: t= 23.00, L= 514.74, L_straight= 506.98, slack=  7.76, T_bat= 46.25, T_rov= 0.50, F_drag_cable=( 0.00,  53.65), Fy_cmd=-75.00, desired=  0.66, ret=  0.76, exp=T_SOFT_ACC
IC_L_7: t= 23.10, L= 514.82, L_straight= 507.05, slack=  7.77, T_bat= 46.25, T_rov= 0.50, F_drag_cable=( 0.00,  53.66), Fy_cmd=-75.00, desired=  0.66, ret=  0.75, exp=T_SOFT_ACC
IC_L_7: t= 23.20, L= 514.90, L_straight= 507.12, slack=  7.77, T_bat= 46.25, T_rov= 0.50, F_drag_cable=( 0.00,  53.67), Fy_cmd=-75.00, desired=  0.66, ret=  0.74, exp=T_SOFT_ACC
IC_L_7: t= 23.30, L= 514.97, L_straight= 507.19, slack=  7.78, T_bat= 46.26, T_rov= 0.50, F_drag_cable=( 0.00,  53.67), Fy_cmd=-75.00, desired=  0.66, ret=  0.73, exp=T_SOFT_ACC
IC_L_7: t= 23.40, L= 515.04, L_straight= 507.26, slack=  7.78, T_bat= 46.26, T_rov= 0.50, F_drag_cable=( 0.00,  53.68), Fy_cmd=-75.00, desired=  0.66, ret=  0.73, exp=T_SOFT_ACC
IC_L_7: t= 23.50, L= 515.12, L_straight= 507.34, slack=  7.78, T_bat= 46.26, T_rov= 0.50, F_drag_cable=( 0.00,  53.69), Fy_cmd=-75.00, desired=  0.66, ret=  0.72, exp=T_SOFT_ACC
IC_L_7: t= 23.60, L= 515.19, L_straight= 507.41, slack=  7.78, T_bat= 46.27, T_rov= 0.50, F_drag_cable=( 0.00,  53.70), Fy_cmd=-75.00, desired=  0.66, ret=  0.71, exp=T_SOFT_ACC
IC_L_7: t= 23.70, L= 515.26, L_straight= 507.48, slack=  7.78, T_bat= 46.27, T_rov= 0.50, F_drag_cable=( 0.00,  53.71), Fy_cmd=-75.00, desired=  0.66, ret=  0.71, exp=T_SOFT_ACC
IC_L_7: t= 23.80, L= 515.33, L_straight= 507.55, slack=  7.78, T_bat= 46.28, T_rov= 0.50, F_drag_cable=( 0.00,  53.71), Fy_cmd=-75.00, desired=  0.66, ret=  0.70, exp=T_SOFT_ACC
IC_L_7: t= 23.90, L= 515.40, L_straight= 507.62, slack=  7.78, T_bat= 46.29, T_rov= 0.50, F_drag_cable=( 0.00,  53.72), Fy_cmd=-75.00, desired=  0.66, ret=  0.70, exp=T_SOFT_ACC
IC_L_7: t= 24.00, L= 515.47, L_straight= 507.69, slack=  7.78, T_bat= 46.30, T_rov= 0.50, F_drag_cable=( 0.00,  53.73), Fy_cmd=-75.00, desired=  0.66, ret=  0.69, exp=T_SOFT_ACC
IC_L_7: t= 24.10, L= 515.54, L_straight= 507.76, slack=  7.78, T_bat= 46.30, T_rov= 0.50, F_drag_cable=( 0.00,  53.73), Fy_cmd=-75.00, desired=  0.66, ret=  0.69, exp=T_SOFT_ACC
IC_L_7: t= 24.20, L= 515.61, L_straight= 507.83, slack=  7.77, T_bat= 46.31, T_rov= 0.50, F_drag_cable=( 0.00,  53.74), Fy_cmd=-75.00, desired=  0.66, ret=  0.69, exp=T_SOFT_ACC
IC_L_7: t= 24.30, L= 515.68, L_straight= 507.91, slack=  7.77, T_bat= 46.32, T_rov= 0.50, F_drag_cable=( 0.00,  53.75), Fy_cmd=-75.00, desired=  0.66, ret=  0.69, exp=T_SOFT_ACC
IC_L_7: t= 24.40, L= 515.75, L_straight= 507.98, slack=  7.77, T_bat= 46.33, T_rov= 0.50, F_drag_cable=( 0.00,  53.76), Fy_cmd=-75.00, desired=  0.66, ret=  0.68, exp=T_SOFT_ACC
IC_L_7: t= 24.50, L= 515.81, L_straight= 508.05, slack=  7.77, T_bat= 46.34, T_rov= 0.50, F_drag_cable=( 0.00,  53.76), Fy_cmd=-75.00, desired=  0.66, ret=  0.68, exp=T_SOFT_ACC
