[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.60, L= 41.20, L_straight= 39.46, slack=  1.74, T_bat= 2.03, T_rov= 0.50, F_drag_cable=( 0.00,  2.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.70, L= 41.25, L_straight= 39.52, slack=  1.74, T_bat= 2.08, T_rov= 0.50, F_drag_cable=( 0.00,  2.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.80, L= 41.31, L_straight= 39.57, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.67), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.90, L= 41.37, L_straight= 39.63, slack=  1.74, T_bat= 1.97, T_rov= 0.50, F_drag_cable=( 0.00,  2.67), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.00, L= 41.42, L_straight= 39.68, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.67), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.10, L= 41.48, L_straight= 39.74, slack=  1.74, T_bat= 2.02, T_rov= 0.50, F_drag_cable=( 0.00,  2.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.20, L= 41.53, L_straight= 39.80, slack=  1.74, T_bat= 2.03, T_rov= 0.50, F_drag_cable=( 0.00,  2.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.30, L= 41.59, L_straight= 39.85, slack=  1.74, T_bat= 2.04, T_rov= 0.50, F_drag_cable=( 0.00,  2.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.40, L= 41.65, L_straight= 39.91, slack=  1.74, T_bat= 2.04, T_rov= 0.50, F_drag_cable=( 0.00,  2.69), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.50, L= 41.70, L_straight= 39.96, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.69), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.60, L= 41.76, L_straight= 40.02, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.70, L= 41.81, L_straight= 40.08, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.80, L= 41.87, L_straight= 40.13, slack=  1.74, T_bat= 2.06, T_rov= 0.50, F_drag_cable=( 0.00,  2.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 61.90, L= 41.93, L_straight= 40.19, slack=  1.74, T_bat= 2.06, T_rov= 0.50, F_drag_cable=( 0.00,  2.71), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.00, L= 41.98, L_straight= 40.24, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.71), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.10, L= 42.04, L_straight= 40.30, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.71), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.20, L= 42.09, L_straight= 40.36, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.30, L= 42.15, L_straight= 40.41, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.40, L= 42.21, L_straight= 40.47, slack=  1.74, T_bat= 2.10, T_rov= 0.50, F_drag_cable=( 0.00,  2.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.50, L= 42.26, L_straight= 40.52, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.73), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.60, L= 42.32, L_straight= 40.58, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.73), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.70, L= 42.37, L_straight= 40.64, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.80, L= 42.43, L_straight= 40.69, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 62.90, L= 42.49, L_straight= 40.75, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.00, L= 42.54, L_straight= 40.80, slack=  1.74, T_bat= 2.15, T_rov= 0.50, F_drag_cable=( 0.00,  2.75), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.10, L= 42.60, L_straight= 40.86, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.75), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.20, L= 42.65, L_straight= 40.92, slack=  1.74, T_bat= 2.16, T_rov= 0.50, F_drag_cable=( 0.00,  2.75), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.30, L= 42.71, L_straight= 40.97, slack=  1.74, T_bat= 2.14, T_rov= 0.50, F_drag_cable=( 0.00,  2.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.40, L= 42.77, L_straight= 41.03, slack=  1.74, T_bat= 2.13, T_rov= 0.50, F_drag_cable=( 0.00,  2.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.50, L= 42.82, L_straight= 41.08, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.60, L= 42.88, L_straight= 41.14, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.77), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.70, L= 42.93, L_straight= 41.20, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.77), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.80, L= 42.99, L_straight= 41.25, slack=  1.74, T_bat= 2.17, T_rov= 0.50, F_drag_cable=( 0.00,  2.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 63.90, L= 43.05, L_straight= 41.31, slack=  1.74, T_bat= 2.05, T_rov= 0.50, F_drag_cable=( 0.00,  2.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.00, L= 43.10, L_straight= 41.36, slack=  1.74, T_bat= 2.05, T_rov= 0.50, F_drag_cable=( 0.00,  2.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.10, L= 43.16, L_straight= 41.42, slack=  1.74, T_bat= 2.09, T_rov= 0.50, F_drag_cable=( 0.00,  2.79), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.20, L= 43.21, L_straight= 41.48, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.79), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.30, L= 43.27, L_straight= 41.53, slack=  1.74, T_bat= 2.13, T_rov= 0.50, F_drag_cable=( 0.00,  2.79), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.40, L= 43.33, L_straight= 41.59, slack=  1.74, T_bat= 2.14, T_rov= 0.50, F_drag_cable=( 0.00,  2.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.50, L= 43.38, L_straight= 41.64, slack=  1.74, T_bat= 2.14, T_rov= 0.50, F_drag_cable=( 0.00,  2.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.60, L= 43.44, L_straight= 41.70, slack=  1.74, T_bat= 2.15, T_rov= 0.50, F_drag_cable=( 0.00,  2.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.70, L= 43.49, L_straight= 41.76, slack=  1.74, T_bat= 2.15, T_rov= 0.50, F_drag_cable=( 0.00,  2.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.80, L= 43.55, L_straight= 41.81, slack=  1.74, T_bat= 2.21, T_rov= 0.50, F_drag_cable=( 0.00,  2.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 64.90, L= 43.61, L_straight= 41.87, slack=  1.74, T_bat= 2.18, T_rov= 0.50, F_drag_cable=( 0.00,  2.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.00, L= 43.66, L_straight= 41.92, slack=  1.74, T_bat= 2.18, T_rov= 0.50, F_drag_cable=( 0.00,  2.82), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.10, L= 43.72, L_straight= 41.98, slack=  1.74, T_bat= 2.17, T_rov= 0.50, F_drag_cable=( 0.00,  2.82), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.20, L= 43.77, L_straight= 42.04, slack=  1.74, T_bat= 2.17, T_rov= 0.50, F_drag_cable=( 0.00,  2.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.30, L= 43.83, L_straight= 42.09, slack=  1.74, T_bat= 2.23, T_rov= 0.50, F_drag_cable=( 0.00,  2.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.40, L= 43.89, L_straight= 42.15, slack=  1.74, T_bat= 2.20, T_rov= 0.50, F_drag_cable=( 0.00,  2.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.50, L= 43.94, L_straight= 42.20, slack=  1.74, T_bat= 2.24, T_rov= 0.50, F_drag_cable=( 0.00,  2.84), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.60, L= 44.00, L_straight= 42.26, slack=  1.74, T_bat= 2.21, T_rov= 0.50, F_drag_cable=( 0.00,  2.84), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.70, L= 44.05, L_straight= 42.31, slack=  1.74, T_bat= 2.15, T_rov= 0.50, F_drag_cable=( 0.00,  2.84), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.80, L= 44.11, L_straight= 42.37, slack=  1.74, T_bat= 2.12, T_rov= 0.50, F_drag_cable=( 0.00,  2.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 65.90, L= 44.17, L_straight= 42.43, slack=  1.74, T_bat= 2.11, T_rov= 0.50, F_drag_cable=( 0.00,  2.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.00, L= 44.22, L_straight= 42.48, slack=  1.74, T_bat= 2.17, T_rov= 0.50, F_drag_cable=( 0.00,  2.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.10, L= 44.28, L_straight= 42.54, slack=  1.74, T_bat= 2.14, T_rov= 0.50, F_drag_cable=( 0.00,  2.86), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.20, L= 44.33, L_straight= 42.59, slack=  1.74, T_bat= 2.17, T_rov= 0.50, F_drag_cable=( 0.00,  2.86), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.30, L= 44.39, L_straight= 42.65, slack=  1.74, T_bat= 2.10, T_rov= 0.50, F_drag_cable=( 0.00,  2.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.40, L= 44.45, L_straight= 42.71, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.50, L= 44.50, L_straight= 42.76, slack=  1.74, T_bat= 2.11, T_rov= 0.50, F_drag_cable=( 0.00,  2.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.60, L= 44.56, L_straight= 42.82, slack=  1.74, T_bat= 2.02, T_rov= 0.50, F_drag_cable=( 0.00,  2.88), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.70, L= 44.61, L_straight= 42.87, slack=  1.74, T_bat= 1.98, T_rov= 0.50, F_drag_cable=( 0.00,  2.88), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.80, L= 44.67, L_straight= 42.93, slack=  1.74, T_bat= 2.07, T_rov= 0.50, F_drag_cable=( 0.00,  2.88), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 66.90, L= 44.73, L_straight= 42.99, slack=  1.74, T_bat= 2.01, T_rov= 0.50, F_drag_cable=( 0.00,  2.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.00, L= 44.78, L_straight= 43.04, slack=  1.74, T_bat= 2.10, T_rov= 0.50, F_drag_cable=( 0.00,  2.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.10, L= 44.84, L_straight= 43.10, slack=  1.74, T_bat= 2.16, T_rov= 0.50, F_drag_cable=( 0.00,  2.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.20, L= 44.89, L_straight= 43.15, slack=  1.74, T_bat= 2.20, T_rov= 0.50, F_drag_cable=( 0.00,  2.90), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.30, L= 44.95, L_straight= 43.21, slack=  1.74, T_bat= 2.06, T_rov= 0.50, F_drag_cable=( 0.00,  2.90), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.40, L= 45.01, L_straight= 43.27, slack=  1.74, T_bat= 2.01, T_rov= 0.50, F_drag_cable=( 0.00,  2.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.50, L= 45.06, L_straight= 43.32, slack=  1.74, T_bat= 2.13, T_rov= 0.50, F_drag_cable=( 0.00,  2.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.60, L= 45.12, L_straight= 43.38, slack=  1.74, T_bat= 2.14, T_rov= 0.50, F_drag_cable=( 0.00,  2.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.70, L= 45.17, L_straight= 43.43, slack=  1.74, T_bat= 2.18, T_rov= 0.50, F_drag_cable=( 0.00,  2.92), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.80, L= 45.23, L_straight= 43.49, slack=  1.74, T_bat= 2.21, T_rov= 0.50, F_drag_cable=( 0.00,  2.92), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 67.90, L= 45.29, L_straight= 43.55, slack=  1.74, T_bat= 2.29, T_rov= 0.50, F_drag_cable=( 0.00,  2.92), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.00, L= 45.34, L_straight= 43.60, slack=  1.74, T_bat= 2.23, T_rov= 0.50, F_drag_cable=( 0.00,  2.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.10, L= 45.40, L_straight= 43.66, slack=  1.74, T_bat= 2.20, T_rov= 0.50, F_drag_cable=( 0.00,  2.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.20, L= 45.45, L_straight= 43.71, slack=  1.74, T_bat= 2.23, T_rov= 0.50, F_drag_cable=( 0.00,  2.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.30, L= 45.51, L_straight= 43.77, slack=  1.74, T_bat= 2.25, T_rov= 0.50, F_drag_cable=( 0.00,  2.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.40, L= 45.57, L_straight= 43.83, slack=  1.74, T_bat= 2.32, T_rov= 0.50, F_drag_cable=( 0.00,  2.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.50, L= 45.62, L_straight= 43.88, slack=  1.74, T_bat= 2.35, T_rov= 0.50, F_drag_cable=( 0.00,  2.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.60, L= 45.68, L_straight= 43.94, slack=  1.74, T_bat= 2.32, T_rov= 0.50, F_drag_cable=( 0.00,  2.95), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.70, L= 45.73, L_straight= 43.99, slack=  1.74, T_bat= 2.30, T_rov= 0.50, F_drag_cable=( 0.00,  2.95), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.80, L= 45.79, L_straight= 44.05, slack=  1.74, T_bat= 2.29, T_rov= 0.50, F_drag_cable=( 0.00,  2.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 68.90, L= 45.84, L_straight= 44.11, slack=  1.74, T_bat= 2.35, T_rov= 0.50, F_drag_cable=( 0.00,  2.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.00, L= 45.90, L_straight= 44.16, slack=  1.74, T_bat= 2.16, T_rov= 0.50, F_drag_cable=( 0.00,  2.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.10, L= 45.96, L_straight= 44.22, slack=  1.74, T_bat= 2.23, T_rov= 0.50, F_drag_cable=( 0.00,  2.97), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.20, L= 46.01, L_straight= 44.27, slack=  1.74, T_bat= 2.26, T_rov= 0.50, F_drag_cable=( 0.00,  2.97), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.30, L= 46.07, L_straight= 44.33, slack=  1.74, T_bat= 2.28, T_rov= 0.50, F_drag_cable=( 0.00,  2.97), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.40, L= 46.12, L_straight= 44.39, slack=  1.74, T_bat= 2.29, T_rov= 0.50, F_drag_cable=( 0.00,  2.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.50, L= 46.18, L_straight= 44.44, slack=  1.74, T_bat= 2.30, T_rov= 0.50, F_drag_cable=( 0.00,  2.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.60, L= 46.24, L_straight= 44.50, slack=  1.74, T_bat= 2.31, T_rov= 0.50, F_drag_cable=( 0.00,  2.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.70, L= 46.29, L_straight= 44.55, slack=  1.74, T_bat= 2.31, T_rov= 0.50, F_drag_cable=( 0.00,  2.99), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.80, L= 46.35, L_straight= 44.61, slack=  1.74, T_bat= 2.31, T_rov= 0.50, F_drag_cable=( 0.00,  2.99), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 69.90, L= 46.40, L_straight= 44.67, slack=  1.74, T_bat= 2.32, T_rov= 0.50, F_drag_cable=( 0.00,  3.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.00, L= 46.46, L_straight= 44.72, slack=  1.74, T_bat= 2.32, T_rov= 0.50, F_drag_cable=( 0.00,  3.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.10, L= 46.52, L_straight= 44.78, slack=  1.74, T_bat= 2.33, T_rov= 0.50, F_drag_cable=( 0.00,  3.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.20, L= 46.57, L_straight= 44.83, slack=  1.74, T_bat= 2.33, T_rov= 0.50, F_drag_cable=( 0.00,  3.01), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.30, L= 46.63, L_straight= 44.89, slack=  1.74, T_bat= 2.33, T_rov= 0.50, F_drag_cable=( 0.00,  3.01), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.40, L= 46.68, L_straight= 44.95, slack=  1.74, T_bat= 2.34, T_rov= 0.50, F_drag_cable=( 0.00,  3.01), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 70.50, L= 46.74, L_straight= 45.00, slack=  1.74, T_bat= 2.34, T_rov= 0.50, F_drag_cable=( 0.00,  3.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
