[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T_bat= 0.40, Fy=-0.01, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 260.80, L= 282.98, L_straight= 279.67, slack=  3.31, T_bat= 25.63, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 260.90, L= 283.05, L_straight= 279.74, slack=  3.31, T_bat= 25.63, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.00, L= 283.12, L_straight= 279.81, slack=  3.31, T_bat= 25.64, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.10, L= 283.19, L_straight= 279.88, slack=  3.31, T_bat= 25.64, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.20, L= 283.26, L_straight= 279.95, slack=  3.31, T_bat= 25.65, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.30, L= 283.33, L_straight= 280.01, slack=  3.31, T_bat= 25.66, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.40, L= 283.40, L_straight= 280.08, slack=  3.31, T_bat= 25.66, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.50, L= 283.46, L_straight= 280.15, slack=  3.31, T_bat= 25.67, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.60, L= 283.53, L_straight= 280.22, slack=  3.32, T_bat= 25.68, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.70, L= 283.60, L_straight= 280.29, slack=  3.32, T_bat= 25.68, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.80, L= 283.67, L_straight= 280.36, slack=  3.32, T_bat= 25.69, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 261.90, L= 283.74, L_straight= 280.42, slack=  3.32, T_bat= 25.69, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.00, L= 283.81, L_straight= 280.49, slack=  3.32, T_bat= 25.70, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.10, L= 283.88, L_straight= 280.56, slack=  3.32, T_bat= 25.71, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.20, L= 283.95, L_straight= 280.63, slack=  3.32, T_bat= 25.71, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.30, L= 284.02, L_straight= 280.70, slack=  3.32, T_bat= 25.72, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.40, L= 284.09, L_straight= 280.76, slack=  3.32, T_bat= 25.73, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.50, L= 284.16, L_straight= 280.83, slack=  3.32, T_bat= 25.73, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.60, L= 284.22, L_straight= 280.90, slack=  3.32, T_bat= 25.74, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.70, L= 284.29, L_straight= 280.97, slack=  3.32, T_bat= 25.74, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.80, L= 284.36, L_straight= 281.04, slack=  3.32, T_bat= 25.75, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 262.90, L= 284.43, L_straight= 281.11, slack=  3.33, T_bat= 25.76, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.00, L= 284.50, L_straight= 281.17, slack=  3.33, T_bat= 25.76, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.10, L= 284.57, L_straight= 281.24, slack=  3.33, T_bat= 25.77, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.20, L= 284.64, L_straight= 281.31, slack=  3.33, T_bat= 25.78, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.30, L= 284.71, L_straight= 281.38, slack=  3.33, T_bat= 25.78, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.40, L= 284.78, L_straight= 281.45, slack=  3.33, T_bat= 25.79, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.50, L= 284.85, L_straight= 281.51, slack=  3.33, T_bat= 25.79, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.60, L= 284.91, L_straight= 281.58, slack=  3.33, T_bat= 25.80, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.70, L= 284.98, L_straight= 281.65, slack=  3.33, T_bat= 25.81, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.80, L= 285.05, L_straight= 281.72, slack=  3.33, T_bat= 25.81, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 263.90, L= 285.12, L_straight= 281.79, slack=  3.33, T_bat= 25.82, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.00, L= 285.19, L_straight= 281.86, slack=  3.33, T_bat= 25.83, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.10, L= 285.26, L_straight= 281.92, slack=  3.34, T_bat= 25.83, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.20, L= 285.33, L_straight= 281.99, slack=  3.34, T_bat= 25.84, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.30, L= 285.40, L_straight= 282.06, slack=  3.34, T_bat= 25.84, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.40, L= 285.47, L_straight= 282.13, slack=  3.34, T_bat= 25.85, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.50, L= 285.54, L_straight= 282.20, slack=  3.34, T_bat= 25.86, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.60, L= 285.60, L_straight= 282.27, slack=  3.34, T_bat= 25.86, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.70, L= 285.67, L_straight= 282.33, slack=  3.34, T_bat= 25.87, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.80, L= 285.74, L_straight= 282.40, slack=  3.34, T_bat= 25.88, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 264.90, L= 285.81, L_straight= 282.47, slack=  3.34, T_bat= 25.88, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.00, L= 285.88, L_straight= 282.54, slack=  3.34, T_bat= 25.89, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.10, L= 285.95, L_straight= 282.61, slack=  3.34, T_bat= 25.89, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.20, L= 286.02, L_straight= 282.67, slack=  3.34, T_bat= 25.90, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.30, L= 286.09, L_straight= 282.74, slack=  3.34, T_bat= 25.91, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.40, L= 286.16, L_straight= 282.81, slack=  3.35, T_bat= 25.91, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.50, L= 286.23, L_straight= 282.88, slack=  3.35, T_bat= 25.92, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.60, L= 286.29, L_straight= 282.95, slack=  3.35, T_bat= 25.93, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.70, L= 286.36, L_straight= 283.02, slack=  3.35, T_bat= 25.93, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.80, L= 286.43, L_straight= 283.08, slack=  3.35, T_bat= 25.94, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 265.90, L= 286.50, L_straight= 283.15, slack=  3.35, T_bat= 25.94, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.00, L= 286.57, L_straight= 283.22, slack=  3.35, T_bat= 25.95, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.10, L= 286.64, L_straight= 283.29, slack=  3.35, T_bat= 25.96, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.20, L= 286.71, L_straight= 283.36, slack=  3.35, T_bat= 25.96, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.30, L= 286.78, L_straight= 283.42, slack=  3.35, T_bat= 25.97, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.40, L= 286.85, L_straight= 283.49, slack=  3.35, T_bat= 25.98, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.50, L= 286.92, L_straight= 283.56, slack=  3.35, T_bat= 25.98, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.60, L= 286.98, L_straight= 283.63, slack=  3.36, T_bat= 25.99, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.70, L= 287.05, L_straight= 283.70, slack=  3.36, T_bat= 25.99, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.80, L= 287.12, L_straight= 283.77, slack=  3.36, T_bat= 26.00, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 266.90, L= 287.19, L_straight= 283.83, slack=  3.36, T_bat= 26.01, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.00, L= 287.26, L_straight= 283.90, slack=  3.36, T_bat= 26.01, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.10, L= 287.33, L_straight= 283.97, slack=  3.36, T_bat= 26.02, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.20, L= 287.40, L_straight= 284.04, slack=  3.36, T_bat= 26.03, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.30, L= 287.47, L_straight= 284.11, slack=  3.36, T_bat= 26.03, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.40, L= 287.54, L_straight= 284.18, slack=  3.36, T_bat= 26.04, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.50, L= 287.61, L_straight= 284.24, slack=  3.36, T_bat= 26.04, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.60, L= 287.68, L_straight= 284.31, slack=  3.36, T_bat= 26.05, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.70, L= 287.74, L_straight= 284.38, slack=  3.36, T_bat= 26.06, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.80, L= 287.81, L_straight= 284.45, slack=  3.37, T_bat= 26.06, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 267.90, L= 287.88, L_straight= 284.52, slack=  3.37, T_bat= 26.07, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.00, L= 287.95, L_straight= 284.58, slack=  3.37, T_bat= 26.08, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.10, L= 288.02, L_straight= 284.65, slack=  3.37, T_bat= 26.08, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.20, L= 288.09, L_straight= 284.72, slack=  3.37, T_bat= 26.09, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.30, L= 288.16, L_straight= 284.79, slack=  3.37, T_bat= 26.09, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.40, L= 288.23, L_straight= 284.86, slack=  3.37, T_bat= 26.10, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.50, L= 288.30, L_straight= 284.93, slack=  3.37, T_bat= 26.11, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.60, L= 288.37, L_straight= 284.99, slack=  3.37, T_bat= 26.11, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.70, L= 288.43, L_straight= 285.06, slack=  3.37, T_bat= 26.12, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.80, L= 288.50, L_straight= 285.13, slack=  3.37, T_bat= 26.13, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 268.90, L= 288.57, L_straight= 285.20, slack=  3.37, T_bat= 26.13, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.00, L= 288.64, L_straight= 285.27, slack=  3.37, T_bat= 26.14, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.10, L= 288.71, L_straight= 285.33, slack=  3.38, T_bat= 26.14, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.20, L= 288.78, L_straight= 285.40, slack=  3.38, T_bat= 26.15, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.30, L= 288.85, L_straight= 285.47, slack=  3.38, T_bat= 26.16, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.40, L= 288.92, L_straight= 285.54, slack=  3.38, T_bat= 26.16, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.50, L= 288.99, L_straight= 285.61, slack=  3.38, T_bat= 26.17, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.60, L= 289.06, L_straight= 285.68, slack=  3.38, T_bat= 26.18, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.70, L= 289.12, L_straight= 285.74, slack=  3.38, T_bat= 26.18, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.80, L= 289.19, L_straight= 285.81, slack=  3.38, T_bat= 26.19, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 269.90, L= 289.26, L_straight= 285.88, slack=  3.38, T_bat= 26.19, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.00, L= 289.33, L_straight= 285.95, slack=  3.38, T_bat= 26.20, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.10, L= 289.40, L_straight= 286.02, slack=  3.38, T_bat= 26.21, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.20, L= 289.47, L_straight= 286.08, slack=  3.38, T_bat= 26.21, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.30, L= 289.54, L_straight= 286.15, slack=  3.39, T_bat= 26.22, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.40, L= 289.61, L_straight= 286.22, slack=  3.39, T_bat= 26.23, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.50, L= 289.68, L_straight= 286.29, slack=  3.39, T_bat= 26.23, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.60, L= 289.75, L_straight= 286.36, slack=  3.39, T_bat= 26.24, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.70, L= 289.81, L_straight= 286.43, slack=  3.39, T_bat= 26.24, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.80, L= 289.88, L_straight= 286.49, slack=  3.39, T_bat= 26.25, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 270.90, L= 289.95, L_straight= 286.56, slack=  3.39, T_bat= 26.26, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.00, L= 290.02, L_straight= 286.63, slack=  3.39, T_bat= 26.26, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.10, L= 290.09, L_straight= 286.70, slack=  3.39, T_bat= 26.27, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.20, L= 290.16, L_straight= 286.77, slack=  3.39, T_bat= 26.28, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.30, L= 290.23, L_straight= 286.84, slack=  3.39, T_bat= 26.28, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.40, L= 290.30, L_straight= 286.90, slack=  3.39, T_bat= 26.29, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.50, L= 290.37, L_straight= 286.97, slack=  3.40, T_bat= 26.29, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.60, L= 290.44, L_straight= 287.04, slack=  3.40, T_bat= 26.30, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.70, L= 290.50, L_straight= 287.11, slack=  3.40, T_bat= 26.31, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.80, L= 290.57, L_straight= 287.18, slack=  3.40, T_bat= 26.31, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 271.90, L= 290.64, L_straight= 287.24, slack=  3.40, T_bat= 26.32, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.00, L= 290.71, L_straight= 287.31, slack=  3.40, T_bat= 26.33, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.10, L= 290.78, L_straight= 287.38, slack=  3.40, T_bat= 26.33, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.20, L= 290.85, L_straight= 287.45, slack=  3.40, T_bat= 26.34, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.30, L= 290.92, L_straight= 287.52, slack=  3.40, T_bat= 26.34, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.40, L= 290.99, L_straight= 287.59, slack=  3.40, T_bat= 26.35, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.50, L= 291.06, L_straight= 287.65, slack=  3.40, T_bat= 26.36, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.60, L= 291.13, L_straight= 287.72, slack=  3.40, T_bat= 26.36, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.70, L= 291.19, L_straight= 287.79, slack=  3.40, T_bat= 26.37, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.80, L= 291.26, L_straight= 287.86, slack=  3.41, T_bat= 26.37, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 272.90, L= 291.33, L_straight= 287.93, slack=  3.41, T_bat= 26.38, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.00, L= 291.40, L_straight= 287.99, slack=  3.41, T_bat= 26.39, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.10, L= 291.47, L_straight= 288.06, slack=  3.41, T_bat= 26.39, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.20, L= 291.54, L_straight= 288.13, slack=  3.41, T_bat= 26.40, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.30, L= 291.61, L_straight= 288.20, slack=  3.41, T_bat= 26.41, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.40, L= 291.68, L_straight= 288.27, slack=  3.41, T_bat= 26.41, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.50, L= 291.75, L_straight= 288.34, slack=  3.41, T_bat= 26.42, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.60, L= 291.82, L_straight= 288.40, slack=  3.41, T_bat= 26.42, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.70, L= 291.89, L_straight= 288.47, slack=  3.41, T_bat= 26.43, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.80, L= 291.95, L_straight= 288.54, slack=  3.41, T_bat= 26.44, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 273.90, L= 292.02, L_straight= 288.61, slack=  3.41, T_bat= 26.44, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.00, L= 292.09, L_straight= 288.68, slack=  3.42, T_bat= 26.45, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.10, L= 292.16, L_straight= 288.75, slack=  3.42, T_bat= 26.46, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.20, L= 292.23, L_straight= 288.81, slack=  3.42, T_bat= 26.46, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.30, L= 292.30, L_straight= 288.88, slack=  3.42, T_bat= 26.47, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.40, L= 292.37, L_straight= 288.95, slack=  3.42, T_bat= 26.47, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.50, L= 292.44, L_straight= 289.02, slack=  3.42, T_bat= 26.48, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.60, L= 292.51, L_straight= 289.09, slack=  3.42, T_bat= 26.49, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
