[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T_bat= 0.40, Fy=-0.01, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 52.80, L= 139.38, L_straight= 137.75, slack=  1.63, T_bat= 12.63, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 52.90, L= 139.45, L_straight= 137.82, slack=  1.63, T_bat= 12.64, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.00, L= 139.52, L_straight= 137.89, slack=  1.63, T_bat= 12.65, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.10, L= 139.59, L_straight= 137.96, slack=  1.63, T_bat= 12.65, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.20, L= 139.66, L_straight= 138.03, slack=  1.63, T_bat= 12.66, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.30, L= 139.73, L_straight= 138.09, slack=  1.63, T_bat= 12.66, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.40, L= 139.80, L_straight= 138.16, slack=  1.63, T_bat= 12.67, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.50, L= 139.86, L_straight= 138.23, slack=  1.63, T_bat= 12.68, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.60, L= 139.93, L_straight= 138.30, slack=  1.64, T_bat= 12.68, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.70, L= 140.00, L_straight= 138.37, slack=  1.64, T_bat= 12.69, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.80, L= 140.07, L_straight= 138.43, slack=  1.64, T_bat= 12.70, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 53.90, L= 140.14, L_straight= 138.50, slack=  1.64, T_bat= 12.70, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.00, L= 140.21, L_straight= 138.57, slack=  1.64, T_bat= 12.71, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.10, L= 140.28, L_straight= 138.64, slack=  1.64, T_bat= 12.71, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.20, L= 140.35, L_straight= 138.71, slack=  1.64, T_bat= 12.72, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.30, L= 140.42, L_straight= 138.78, slack=  1.64, T_bat= 12.73, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.40, L= 140.49, L_straight= 138.84, slack=  1.64, T_bat= 12.73, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.50, L= 140.55, L_straight= 138.91, slack=  1.64, T_bat= 12.74, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.60, L= 140.62, L_straight= 138.98, slack=  1.64, T_bat= 12.75, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.70, L= 140.69, L_straight= 139.05, slack=  1.64, T_bat= 12.75, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.80, L= 140.76, L_straight= 139.12, slack=  1.64, T_bat= 12.76, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 54.90, L= 140.83, L_straight= 139.19, slack=  1.65, T_bat= 12.76, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.00, L= 140.90, L_straight= 139.25, slack=  1.65, T_bat= 12.77, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.10, L= 140.97, L_straight= 139.32, slack=  1.65, T_bat= 12.78, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.20, L= 141.04, L_straight= 139.39, slack=  1.65, T_bat= 12.78, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.30, L= 141.11, L_straight= 139.46, slack=  1.65, T_bat= 12.79, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.40, L= 141.18, L_straight= 139.53, slack=  1.65, T_bat= 12.80, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.50, L= 141.25, L_straight= 139.59, slack=  1.65, T_bat= 12.80, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.60, L= 141.31, L_straight= 139.66, slack=  1.65, T_bat= 12.81, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.70, L= 141.38, L_straight= 139.73, slack=  1.65, T_bat= 12.81, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.80, L= 141.45, L_straight= 139.80, slack=  1.65, T_bat= 12.82, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 55.90, L= 141.52, L_straight= 139.87, slack=  1.65, T_bat= 12.83, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.00, L= 141.59, L_straight= 139.94, slack=  1.65, T_bat= 12.83, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.10, L= 141.66, L_straight= 140.00, slack=  1.66, T_bat= 12.84, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.20, L= 141.73, L_straight= 140.07, slack=  1.66, T_bat= 12.85, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.30, L= 141.80, L_straight= 140.14, slack=  1.66, T_bat= 12.85, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.40, L= 141.87, L_straight= 140.21, slack=  1.66, T_bat= 12.86, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.50, L= 141.94, L_straight= 140.28, slack=  1.66, T_bat= 12.86, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.60, L= 142.01, L_straight= 140.35, slack=  1.66, T_bat= 12.87, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.70, L= 142.07, L_straight= 140.41, slack=  1.66, T_bat= 12.88, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.80, L= 142.14, L_straight= 140.48, slack=  1.66, T_bat= 12.88, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 56.90, L= 142.21, L_straight= 140.55, slack=  1.66, T_bat= 12.89, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.00, L= 142.28, L_straight= 140.62, slack=  1.66, T_bat= 12.90, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.10, L= 142.35, L_straight= 140.69, slack=  1.66, T_bat= 12.90, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.20, L= 142.42, L_straight= 140.76, slack=  1.66, T_bat= 12.91, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.30, L= 142.49, L_straight= 140.82, slack=  1.67, T_bat= 12.91, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.40, L= 142.56, L_straight= 140.89, slack=  1.67, T_bat= 12.92, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.50, L= 142.63, L_straight= 140.96, slack=  1.67, T_bat= 12.93, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.60, L= 142.70, L_straight= 141.03, slack=  1.67, T_bat= 12.93, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.70, L= 142.76, L_straight= 141.10, slack=  1.67, T_bat= 12.94, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.80, L= 142.83, L_straight= 141.16, slack=  1.67, T_bat= 12.95, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 57.90, L= 142.90, L_straight= 141.23, slack=  1.67, T_bat= 12.95, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.00, L= 142.97, L_straight= 141.30, slack=  1.67, T_bat= 12.96, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.10, L= 143.04, L_straight= 141.37, slack=  1.67, T_bat= 12.96, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.20, L= 143.11, L_straight= 141.44, slack=  1.67, T_bat= 12.97, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.30, L= 143.18, L_straight= 141.51, slack=  1.67, T_bat= 12.98, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.40, L= 143.25, L_straight= 141.57, slack=  1.67, T_bat= 12.98, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.50, L= 143.32, L_straight= 141.64, slack=  1.67, T_bat= 12.99, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.60, L= 143.39, L_straight= 141.71, slack=  1.68, T_bat= 13.00, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.70, L= 143.46, L_straight= 141.78, slack=  1.68, T_bat= 13.00, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.80, L= 143.52, L_straight= 141.85, slack=  1.68, T_bat= 13.01, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 58.90, L= 143.59, L_straight= 141.92, slack=  1.68, T_bat= 13.01, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.00, L= 143.66, L_straight= 141.98, slack=  1.68, T_bat= 13.02, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.10, L= 143.73, L_straight= 142.05, slack=  1.68, T_bat= 13.03, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.20, L= 143.80, L_straight= 142.12, slack=  1.68, T_bat= 13.03, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.30, L= 143.87, L_straight= 142.19, slack=  1.68, T_bat= 13.04, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.40, L= 143.94, L_straight= 142.26, slack=  1.68, T_bat= 13.05, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.50, L= 144.01, L_straight= 142.32, slack=  1.68, T_bat= 13.05, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.60, L= 144.08, L_straight= 142.39, slack=  1.68, T_bat= 13.06, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.70, L= 144.15, L_straight= 142.46, slack=  1.68, T_bat= 13.06, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.80, L= 144.21, L_straight= 142.53, slack=  1.69, T_bat= 13.07, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 59.90, L= 144.28, L_straight= 142.60, slack=  1.69, T_bat= 13.08, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.00, L= 144.35, L_straight= 142.67, slack=  1.69, T_bat= 13.08, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.10, L= 144.42, L_straight= 142.73, slack=  1.69, T_bat= 13.09, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.20, L= 144.49, L_straight= 142.80, slack=  1.69, T_bat= 13.10, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.30, L= 144.56, L_straight= 142.87, slack=  1.69, T_bat= 13.10, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.40, L= 144.63, L_straight= 142.94, slack=  1.69, T_bat= 13.11, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.50, L= 144.70, L_straight= 143.01, slack=  1.69, T_bat= 13.11, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.60, L= 144.77, L_straight= 143.08, slack=  1.69, T_bat= 13.12, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.70, L= 144.84, L_straight= 143.14, slack=  1.69, T_bat= 13.13, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.80, L= 144.91, L_straight= 143.21, slack=  1.69, T_bat= 13.13, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 60.90, L= 144.97, L_straight= 143.28, slack=  1.69, T_bat= 13.14, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.00, L= 145.04, L_straight= 143.35, slack=  1.69, T_bat= 13.15, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.10, L= 145.11, L_straight= 143.42, slack=  1.70, T_bat= 13.15, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.20, L= 145.18, L_straight= 143.49, slack=  1.70, T_bat= 13.16, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.30, L= 145.25, L_straight= 143.55, slack=  1.70, T_bat= 13.16, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.40, L= 145.32, L_straight= 143.62, slack=  1.70, T_bat= 13.17, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.50, L= 145.39, L_straight= 143.69, slack=  1.70, T_bat= 13.18, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.60, L= 145.46, L_straight= 143.76, slack=  1.70, T_bat= 13.18, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.70, L= 145.53, L_straight= 143.83, slack=  1.70, T_bat= 13.19, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.80, L= 145.60, L_straight= 143.89, slack=  1.70, T_bat= 13.20, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 61.90, L= 145.66, L_straight= 143.96, slack=  1.70, T_bat= 13.20, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.00, L= 145.73, L_straight= 144.03, slack=  1.70, T_bat= 13.21, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.10, L= 145.80, L_straight= 144.10, slack=  1.70, T_bat= 13.22, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.20, L= 145.87, L_straight= 144.17, slack=  1.70, T_bat= 13.22, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.30, L= 145.94, L_straight= 144.24, slack=  1.71, T_bat= 13.23, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.40, L= 146.01, L_straight= 144.30, slack=  1.71, T_bat= 13.23, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.50, L= 146.08, L_straight= 144.37, slack=  1.71, T_bat= 13.24, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.60, L= 146.15, L_straight= 144.44, slack=  1.71, T_bat= 13.25, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.70, L= 146.22, L_straight= 144.51, slack=  1.71, T_bat= 13.25, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.80, L= 146.29, L_straight= 144.58, slack=  1.71, T_bat= 13.26, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 62.90, L= 146.36, L_straight= 144.65, slack=  1.71, T_bat= 13.27, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.00, L= 146.42, L_straight= 144.71, slack=  1.71, T_bat= 13.27, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.10, L= 146.49, L_straight= 144.78, slack=  1.71, T_bat= 13.28, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.20, L= 146.56, L_straight= 144.85, slack=  1.71, T_bat= 13.28, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.30, L= 146.63, L_straight= 144.92, slack=  1.71, T_bat= 13.29, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.40, L= 146.70, L_straight= 144.99, slack=  1.71, T_bat= 13.30, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.50, L= 146.77, L_straight= 145.05, slack=  1.72, T_bat= 13.30, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.60, L= 146.84, L_straight= 145.12, slack=  1.72, T_bat= 13.31, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.70, L= 146.91, L_straight= 145.19, slack=  1.72, T_bat= 13.32, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.80, L= 146.98, L_straight= 145.26, slack=  1.72, T_bat= 13.32, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 63.90, L= 147.05, L_straight= 145.33, slack=  1.72, T_bat= 13.33, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.00, L= 147.12, L_straight= 145.40, slack=  1.72, T_bat= 13.33, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.10, L= 147.18, L_straight= 145.46, slack=  1.72, T_bat= 13.34, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.20, L= 147.25, L_straight= 145.53, slack=  1.72, T_bat= 13.35, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.30, L= 147.32, L_straight= 145.60, slack=  1.72, T_bat= 13.35, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.40, L= 147.39, L_straight= 145.67, slack=  1.72, T_bat= 13.36, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.50, L= 147.46, L_straight= 145.74, slack=  1.72, T_bat= 13.37, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.60, L= 147.53, L_straight= 145.81, slack=  1.72, T_bat= 13.37, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.70, L= 147.60, L_straight= 145.87, slack=  1.72, T_bat= 13.38, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.80, L= 147.67, L_straight= 145.94, slack=  1.73, T_bat= 13.38, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 64.90, L= 147.74, L_straight= 146.01, slack=  1.73, T_bat= 13.39, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.00, L= 147.81, L_straight= 146.08, slack=  1.73, T_bat= 13.40, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.10, L= 147.87, L_straight= 146.15, slack=  1.73, T_bat= 13.40, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.20, L= 147.94, L_straight= 146.21, slack=  1.73, T_bat= 13.41, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.30, L= 148.01, L_straight= 146.28, slack=  1.73, T_bat= 13.42, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.40, L= 148.08, L_straight= 146.35, slack=  1.73, T_bat= 13.42, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.50, L= 148.15, L_straight= 146.42, slack=  1.73, T_bat= 13.43, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.60, L= 148.22, L_straight= 146.49, slack=  1.73, T_bat= 13.43, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.70, L= 148.29, L_straight= 146.56, slack=  1.73, T_bat= 13.44, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.80, L= 148.36, L_straight= 146.62, slack=  1.73, T_bat= 13.45, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 65.90, L= 148.43, L_straight= 146.69, slack=  1.73, T_bat= 13.45, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.00, L= 148.50, L_straight= 146.76, slack=  1.74, T_bat= 13.46, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.10, L= 148.57, L_straight= 146.83, slack=  1.74, T_bat= 13.47, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.20, L= 148.63, L_straight= 146.90, slack=  1.74, T_bat= 13.47, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.30, L= 148.70, L_straight= 146.97, slack=  1.74, T_bat= 13.48, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.40, L= 148.77, L_straight= 147.03, slack=  1.74, T_bat= 13.48, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.50, L= 148.84, L_straight= 147.10, slack=  1.74, T_bat= 13.49, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 66.60, L= 148.91, L_straight= 147.17, slack=  1.74, T_bat= 13.50, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
